menu,voce,col,user,profile,right,status,http,count,note,endpoint
Analisi Risorse,Valutazione Mensile,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIF",/api/commesse/risorse/valutazione
Analisi Risorse,Valutazione Mensile,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/commesse/risorse/valutazione
Analisi Risorse,Valutazione Mensile,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIF",/api/commesse/risorse/valutazione
Analisi Risorse,Valutazione Mensile,HR,agarilli,Risorse Umane,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERI",/api/commesse/risorse/valutazione
Analisi Risorse,Valutazione Mensile,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTI",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[S",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIF",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIF",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,HR,agarilli,Risorse Umane,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERI",/api/commesse/risorse/valutazione
Analisi Risorse,Pivot Mensile,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&anni=2026&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED]",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_V",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERT",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAI",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,HR,agarilli,Risorse Umane,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOu=true&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAI",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FA",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFIC",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL:",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICA",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIF",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICA",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,HR,agarilli,Risorse Umane,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi OU Risorse Pivot,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?analisiOuPivot=true&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIF",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CER",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificat",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL:",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,HR,agarilli,Risorse Umane,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: C",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOu=true&anni=2026&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL:",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationE",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVeri",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationEr",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationEr",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,HR,agarilli,Risorse Umane,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[S",/api/commesse/risorse/valutazione
Analisi Risorse,Analisi Mensile OU Risorse Pivot,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/commesse/risorse/valutazione?mensile=true&analisiOuPivot=true&anni=2026&take=100&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '",/api/commesse/risorse/valutazione
Analisi Proiezioni,Proiezione Mensile RCC,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Proiezione Mensile RCC,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED]",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Proiezione Mensile RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIF",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Proiezione Mensile RCC,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Proiezione Mensile RCC,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certific",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Proiezione Mensile RCC,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Proiezione Mensile RCC,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Proiezione Mensile RCC,ROU,ascuderi,Responsabile OU,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile?anno=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certific",/api/analisi-rcc/risultato-mensile
Analisi Proiezioni,Report Annuale RCC,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ve",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Report Annuale RCC,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] c",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Report Annuale RCC,RCC,aaltana,Responsabile Commerciale Commessa,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Report Annuale RCC,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Report Annuale RCC,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Report Annuale RCC,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] ce",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Report Annuale RCC,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate ",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Report Annuale RCC,ROU,ascuderi,Responsabile OU,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato?anni=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificat",/api/analisi-rcc/pivot-fatturato
Analisi Proiezioni,Proiezione Mensile BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifica",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Proiezione Mensile BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAIL",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Proiezione Mensile BU,RCC,aaltana,Responsabile Commerciale Commessa,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VE",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Proiezione Mensile BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Proiezione Mensile BU,PM,rguafnaccia,Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certi",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Proiezione Mensile BU,GPM,ccampione,General Project Manager,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=General+Project+Manager (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILE",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Proiezione Mensile BU,HR,agarilli,Risorse Umane,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=Risorse+Umane (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certifi",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Proiezione Mensile BU,ROU,ascuderi,Responsabile OU,P,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/risultato-mensile-bu?anno=2026&profile=Responsabile+OU (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certi",/api/analisi-rcc/risultato-mensile-bu
Analisi Proiezioni,Report Annuale BU,Sup,Stefano,Supervisore,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=Supervisore (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate",/api/analisi-rcc/pivot-fatturato-bu
Analisi Proiezioni,Report Annuale BU,RC,lamico,Responsabile Commerciale,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=Responsabile+Commerciale (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED",/api/analisi-rcc/pivot-fatturato-bu
Analisi Proiezioni,Report Annuale BU,RCC,aaltana,Responsabile Commerciale Commessa,-,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=Responsabile+Commerciale+Commessa (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERI",/api/analisi-rcc/pivot-fatturato-bu
Analisi Proiezioni,Report Annuale BU,RP,eragusa,Responsabile Produzione,T,FAIL,ERR,,"HTTPSConnectionPool(host='localhost', port=7643): Max retries exceeded with url: /api/analisi-rcc/pivot-fatturato-bu?anni=2026&profile=Responsabile+Produzione (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED]",/api/analisi-rcc/pivot-fatturato-bu
